site_code,year,trust_code,trust_name,trust_type,site_name,site_type,area_occupied_m2,volume_heated_m3,area_patient_m2,area_nonpatient_m2,consumed_gas_kwh,consumed_oil_kwh,consumed_coal_kwh,consumed_electricity_green_kwh,consumed_fuel_green_kwh,water_total_m3,waste_incineration_tonnes,waste_alternative_tonnes,waste_landfill_tonnes,waste_eee_tonnes,waste_recycling_tonnes,consumed_electricity_total_kwh,produced_electricity_green_kwh,waste_onsite_tonnes,waste_total_tonnes,occupied_area_m2,waste_total_index,waste_recycling_index,electricity_index,gas_index_vol,electricity_green_index
RBQHQ,2012-01-01,RBQ,LIVERPOOL HEART AND CHEST NHS FOUNDATION TRUST,ACUTE - SPECIALIST,THE CARDIOTHORACIC CENTRE,SPECIALIST ACUTE HOSPITAL,30096.0,70238.0,15144.0,14970.0,6227068.0,0.0,0.0,0.0,0.0,49466.0,61.17,148.97,171.7,18.04,40.0,5999183.0,,,421.84,30114.0,0.014008102543667396,0.001328285847114299,199.21574682871753,88.65668156838179,0.0
RBQHQ,2013-01-01,RBQ,LIVERPOOL HEART AND CHEST NHS FOUNDATION TRUST,ACUTE - SPECIALIST,THE CARDIOTHORACIC CENTRE,SPECIALIST ACUTE HOSPITAL,25700.0,62376.0,15606.0,11151.0,6087919.0,0.0,0.0,0.0,0.0,48967.0,59.7,168.16,21.0,18.0,43.86,6214989.0,,,292.72,26757.0,0.010939940950031769,0.0016391972194192174,232.27525507343873,97.60034308067205,0.0
RBQHQ,2014-01-01,RBQ,LIVERPOOL HEART AND CHEST NHS FOUNDATION TRUST,ACUTE - SPECIALIST,LIVERPOOL HEART AND CHEST HOSPITAL,SPECIALIST ACUTE HOSPITAL,24459.0,66347.0,16476.0,7983.0,6349859.0,0.0,0.0,0.0,0.0,48012.0,18.5,185.2,22.0,20.0,89.0,5783695.0,,,314.7,24459.0,0.01286642953514044,0.003638742385216076,236.46490044564374,95.70679910169261,0.0
RBQHQ,2015-01-01,RBQ,LIVERPOOL HEART AND CHEST NHS FOUNDATION TRUST,ACUTE - SPECIALIST,LIVERPOOL HEART AND CHEST HOSPITAL,SPECIALIST ACUTE HOSPITAL,26033.0,66912.0,16179.0,9971.0,5605545.0,0.0,0.0,0.0,0.0,52280.0,0.0,0.0,0.0,12.0,29.85,6344241.0,,,29.85,26150.0,0.001141491395793499,0.001141491395793499,242.6095984703633,83.77488342898135,0.0
RBQHQ,2016-01-01,RBQ,LIVERPOOL HEART AND CHEST NHS FOUNDATION TRUST,ACUTE - SPECIALIST,LIVERPOOL HEART AND CHEST HOSPITAL,SPECIALIST ACUTE HOSPITAL,26817.0,66912.0,19445.0,7312.0,4021463.0,0.0,0.0,0.0,0.0,49776.0,0.0,0.0,0.0,,35.075,6763383.0,,,35.075,26757.0,0.0013108719213663716,0.0013108719213663716,252.7706020854356,60.100774151123865,0.0
RBQHQ,2017-01-01,RBQ,LIVERPOOL HEART AND CHEST NHS FOUNDATION TRUST,ACUTE - SPECIALIST,LIVERPOOL HEART AND CHEST HOSPITAL,SPECIALIST ACUTE HOSPITAL,26913.0,67926.0,19445.0,7468.0,4021463.0,0.0,0.0,0.0,0.0,44735.0,0.0,0.0,0.0,,40.3,6721388.0,,,40.3,26913.0,0.0014974176048749674,0.0014974176048749674,249.74503028276297,59.20358920001178,0.0
RBQHQ,2018-01-01,RBQ,LIVERPOOL HEART AND CHEST NHS FOUNDATION TRUST,ACUTE - SPECIALIST,LIVERPOOL HEART AND CHEST HOSPITAL,SPECIALIST ACUTE HOSPITAL,26913.0,67926.0,19445.0,7468.0,3442717.0,0.0,0.0,0.0,0.0,47336.0,3890.0,176.98,0.0,,45.29,6464887.0,0.0,,4112.27,26913.0,0.15279864749377625,0.0016828298591758629,240.2142830602311,50.68334658304626,0.0
RBQHQ,2019-01-01,RBQ,LIVERPOOL HEART AND CHEST NHS FOUNDATION TRUST,ACUTE - SPECIALIST,LIVERPOOL HEART AND CHEST HOSPITAL,SPECIALIST ACUTE HOSPITAL,31027.0,67926.0,19445.0,11562.0,8701080.0,229200.0,0.0,0.0,0.0,44032.0,3.44,181.96,0.0,0.0,0.0,6606605.0,0.0,0.0,185.4,31007.0,0.005979294997903699,0.0,213.06817815332022,128.0964579100786,0.0
RBQHQ,2020-01-01,RBQ,LIVERPOOL HEART AND CHEST NHS FOUNDATION TRUST,ACUTE - SPECIALIST,LIVERPOOL HEART AND CHEST HOSPITAL,SPECIALIST ACUTE HOSPITAL,31027.0,67926.0,19445.0,11562.0,9036091.0,0.0,0.0,0.0,0.0,45984.0,8.36,174.39,0.0,,29.52,6287078.0,0.0,0.0,212.27,31007.0,0.006845873512432677,0.0009520430870448609,202.7631825071758,133.0284574389777,0.0
RBQHQ,2021-01-01,RBQ,LIVERPOOL HEART AND CHEST NHS FOUNDATION TRUST,ACUTE - SPECIALIST,LIVERPOOL HEART AND CHEST HOSPITAL,SPECIALIST ACUTE HOSPITAL,31027.0,67926.0,19445.0,11562.0,7915171.0,0.0,0.0,0.0,0.0,41058.0,166.78,185.59,0.0,,20.29,5802506.0,0.0,0.0,372.66,31007.0,0.012018576450478925,0.0006543683684329345,187.13535653239592,116.5263816506198,0.0
RBS25,2011-01-01,RBS,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ACUTE - SPECIALIST,ALDER HEY HOSPITAL,SPECIALIST ACUTE HOSPITAL,61894.0,157087.0,30015.0,31875.0,16457919.0,0.0,0.0,0.0,0.0,62131.0,233.12,213.93,224.0,19.05,570.3924999999999,6756947.0,,,1241.4424999999999,61890.0,0.020058854419130714,0.009216230408789787,109.17671675553402,104.76945259633197,0.0
RBS25,2012-01-01,RBS,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ACUTE - SPECIALIST,ALDER HEY HOSPITAL,SPECIALIST ACUTE HOSPITAL,61894.0,157087.0,30015.0,31875.0,14424001.0,0.0,0.0,0.0,0.0,62131.0,209.9,0.0,224.0,2.87,84.0,7249386.0,,,517.9,61890.0,0.008368072386492164,0.0013572467280659234,117.13339796412991,91.82173572606263,0.0
RBS25,2013-01-01,RBS,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ACUTE - SPECIALIST,ALDER HEY HOSPITAL,SPECIALIST ACUTE HOSPITAL,62747.0,159252.0,30015.0,31875.0,22259747.0,0.0,0.0,0.0,0.0,59662.0,246.89,0.0,130.0,7.0,0.76,6004075.0,,,377.65,61890.0,0.00610195508159638,1.2279851349167879e-05,97.01203748586201,139.77687564363399,0.0
RBS25,2014-01-01,RBS,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ACUTE - SPECIALIST,ALDER HEY HOSPITAL,SPECIALIST ACUTE HOSPITAL,62747.0,159252.0,30015.0,31875.0,20777066.0,0.0,0.0,0.0,0.0,59221.0,216.76,0.0,146.0,7.0,0.76,6124389.0,,,363.52,61890.0,0.00587364679269672,1.2279851349167879e-05,98.95603490063014,130.4665938261372,0.0
RBS25,2015-01-01,RBS,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ACUTE - SPECIALIST,ALDER HEY HOSPITAL,SPECIALIST ACUTE HOSPITAL,62747.0,159252.0,30015.0,31875.0,17504983.0,0.0,0.0,0.0,0.0,33388.0,122.0,163.0,129.0,8.0,516.0,8461817.0,,,930.0,61890.0,0.015026660203587009,0.008337372758119244,136.72349329455486,109.92001984276493,0.0
RBS25,2018-01-01,RBS,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ACUTE - SPECIALIST,CHILDREN'S HEALTH PARK,SPECIALIST ACUTE HOSPITAL,87607.0,247052.0,50300.0,37307.0,5127709.0,0.0,0.0,0.0,0.0,67305.0,201.0,409.0,683.93,,305.08,2122728.0,45720.0,,1599.0099999999998,87607.0,0.018252080313216977,0.003482370130240734,24.23011859782894,20.755585868562083,0.0
RBV01,2011-01-01,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ACUTE - SPECIALIST,CHRISTIE HOSPITAL,SPECIALIST ACUTE HOSPITAL,69433.0,172024.0,33590.0,35843.0,54815571.0,2544.0,0.0,0.0,0.0,75660.0,221.07,0.0,341.16,6.24,252.56,4040367.0,,,814.79,69433.0,0.011734909913153688,0.0036374634539772153,58.19087465614333,318.65071734176627,0.0
RBV01,2012-01-01,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ACUTE - SPECIALIST,CHRISTIE HOSPITAL,SPECIALIST ACUTE HOSPITAL,72928.0,156349.0,35408.0,37520.0,43901397.0,0.0,0.0,0.0,0.0,71795.0,239.35,0.0,328.86,9.29,252.56,7221685.0,,,820.77,72928.0,0.011254525010969723,0.0034631417288284337,99.02486013602457,280.79103160237673,0.0
RBV01,2013-01-01,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ACUTE - SPECIALIST,CHRISTIE HOSPITAL,SPECIALIST ACUTE HOSPITAL,73239.0,154981.0,35900.0,37339.0,46919310.0,0.0,0.0,0.0,0.0,82802.0,227.46,0.0,295.04,11.65,254.47,1976197.0,,,776.97,73239.0,0.01060869209027977,0.003474514944223706,26.98285066699436,302.7423361573354,0.0
RBV01,2014-01-01,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ACUTE - SPECIALIST,CHRISTIE HOSPITAL,SPECIALIST ACUTE HOSPITAL,78338.0,155818.0,39500.0,38838.0,44902757.0,0.0,0.0,0.0,0.0,95781.0,212.4,0.0,287.96,12.1,257.52,1552641.0,,,757.88,78338.0,0.009674487477341776,0.0032872935229390585,19.81976818402308,288.1743893516795,0.0
RBV01,2015-01-01,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ACUTE - SPECIALIST,CHRISTIE HOSPITAL,SPECIALIST ACUTE HOSPITAL,100.0,176188.0,43188.0,39600.0,47283845.0,0.0,0.0,0.0,0.0,96515.0,0.0,0.0,249.98,12.8,277.29,1138010.0,,,527.27,82788.0,0.006368918200705416,0.0033493984635454416,13.746074310286515,268.37154062705747,0.0
RBV01,2016-01-01,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ACUTE - SPECIALIST,THE CHRISTIE HOSPITAL,SPECIALIST ACUTE HOSPITAL,76798.0,176218.0,43326.0,33472.0,43626479.0,0.0,0.0,0.0,0.0,102248.0,129.51,59.585,248.04500000000002,,182.13,689444.0,,,619.27,76798.0,0.00806362144847522,0.0023715461340139067,8.977369202322977,247.57107105971014,0.0
RBV01,2017-01-01,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ACUTE - SPECIALIST,CHRISTIE HOSPITAL,SPECIALIST ACUTE HOSPITAL,77223.0,192661.0,43623.0,33600.0,44960007.0,0.0,0.0,0.0,0.0,100661.0,259.02,119.17,246.11,,86.97,1021976.0,,,711.27,77223.0,0.009210597878870285,0.0011262188726156716,13.234088289758233,233.36330134277307,0.0
RBV01,2018-01-01,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ACUTE - SPECIALIST,CHRISTIE HOSPITAL,SPECIALIST ACUTE HOSPITAL,79427.0,170329.0,41535.0,37633.0,42452853.0,0.0,0.0,0.0,0.0,97065.0,266.87,72.46,269.95,,175.98,4220901.0,25762.0,,785.26,79168.0,0.009918906628940986,0.0022228678253839933,53.3157462611156,249.24031139735453,0.0
RBV01,2019-01-01,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ACUTE - SPECIALIST,CHRISTIE HOSPITAL,SPECIALIST ACUTE HOSPITAL,91304.0,226162.0,54000.0,37124.0,44988718.0,0.0,0.0,0.0,0.0,99297.0,443.01,43.33,146.16,10.2,223.28,10661428.0,28353.0,0.0,855.78,91124.0,0.009391378780562749,0.002450287520302006,116.99912207541372,198.92253340525818,0.0
RBV01,2020-01-01,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ACUTE - SPECIALIST,CHRISTIE HOSPITAL,SPECIALIST ACUTE HOSPITAL,98440.0,264877.0,60255.0,33773.0,46274930.0,0.0,0.0,0.0,0.0,120389.0,458.48,45.57,156.0,,131.27,10113690.0,29307.0,0.0,791.3199999999999,94028.0,0.00841579104096652,0.0013960735100182926,107.56040753818012,174.70346613711268,0.0
RBV01,2021-01-01,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ACUTE - SPECIALIST,CHRISTIE HOSPITAL,SPECIALIST ACUTE HOSPITAL,98440.0,264877.0,58275.0,33773.0,36792367.0,11772.0,0.0,0.0,0.0,85274.0,390.92999999999995,90.93,42.57,,3.05,12548996.0,28106.0,261.47,527.4799999999999,92048.0,0.005730488440813488,3.313488614635842e-05,136.33100121675648,138.9035929884437,0.0
RCU02,2011-01-01,RCU,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,ACUTE - SPECIALIST,RYEGATE CHILDREN'S CENTRE  RCU02,SPECIALIST ACUTE HOSPITAL,2714.0,6787.0,1745.0,752.0,791444.0,2385.0,0.0,37366.0,0.0,1802.0,0.37,2.77,0.29,0.0,2.9155,373667.0,,,6.3455,2497.0,0.002541249499399279,0.0011676011213456149,149.64637565078093,116.61175777221158,14.964357228674409
RCU02,2012-01-01,RCU,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,ACUTE - SPECIALIST,RYEGATE CHILDREN'S CENTRE  RCU02,SPECIALIST ACUTE HOSPITAL,2714.0,6787.0,1745.0,752.0,726400.0,2385.0,0.0,3109.0,0.0,1844.0,0.79,2.52,3.99,0.0,5.2,392539.0,,,12.5,2497.0,0.005006007208650381,0.0020824989987985585,157.20424509411293,107.02814203624577,1.2450941129355226
RCU02,2013-01-01,RCU,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,ACUTE - SPECIALIST,RYEGATE CHILDREN'S CENTRE  RCU02,SPECIALIST ACUTE HOSPITAL,2714.0,6787.0,1745.0,752.0,813802.0,2385.0,0.0,29769.0,0.0,1067.0,0.05,4.13,0.66,0.0,2.77,297691.0,,,7.609999999999999,2497.0,0.0030476571886263516,0.0011093311974369243,119.21946335602723,119.90599675850892,11.921906287545054
RCU02,2014-01-01,RCU,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,ACUTE - SPECIALIST,RYEGATE CHILDREN'S CENTRE,SPECIALIST ACUTE HOSPITAL,2714.0,6787.0,1745.0,752.0,826312.0,0.0,0.0,29693.0,0.0,2211.0,0.25,3.62,0.0,0.0,7.71,296934.0,,,11.58,2497.0,0.004637565078093713,0.0030877052462955547,118.91629955947137,121.7492264623545,11.89146976371646
RCU02,2015-01-01,RCU,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,ACUTE - SPECIALIST,RYEGATE CHILDREN'S CENTRE,SPECIALIST ACUTE HOSPITAL,2711.0,6765.0,1998.0,713.0,820700.0,7364.0,0.0,0.0,0.0,2220.0,0.06,2.62,0.74,0.0,3.62,494673.0,,,7.04,2711.0,0.002596827738841756,0.00133530062707488,182.46883068978238,121.31559497413156,0.0
RCU02,2017-01-01,RCU,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,ACUTE - SPECIALIST,RYEGATE CHILDREN'S CENTRE,SPECIALIST ACUTE HOSPITAL,2710.0,6359.0,2452.0,258.0,866532.0,0.0,0.0,94800.0,0.0,1996.0,0.03,12.88,0.78,,3.06,192474.0,,,16.75,2710.0,0.006180811808118082,0.001129151291512915,71.02361623616237,136.2685956911464,34.981549815498155
RCU51,2011-01-01,RCU,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,ACUTE - SPECIALIST,THE BECTON CENTRE FOR CHILDREN & YOUNG PEOPLE   RCU51,SPECIALIST ACUTE HOSPITAL,5870.0,13870.0,4345.0,1525.0,1458367.0,6678.0,0.0,34997.0,0.0,823.0,0.0,0.22,0.74,0.0,0.7488,349974.0,,,1.7088,5870.0,0.00029110732538330497,0.00012756388415672914,59.62078364565588,105.14542177361211,5.962010221465077
