site_code,year,trust_code,trust_name,trust_type,site_name,site_type,area_occupied_m2,volume_heated_m3,area_patient_m2,area_nonpatient_m2,consumed_gas_kwh,consumed_oil_kwh,consumed_coal_kwh,consumed_electricity_green_kwh,consumed_fuel_green_kwh,water_total_m3,waste_incineration_tonnes,waste_alternative_tonnes,waste_landfill_tonnes,waste_eee_tonnes,waste_recycling_tonnes,consumed_electricity_total_kwh,produced_electricity_green_kwh,waste_onsite_tonnes,waste_total_tonnes,occupied_area_m2,waste_total_index,waste_recycling_index,electricity_index,gas_index_vol,electricity_green_index
R1A22,2014-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,KEITH WINTER CLOSE MH UNIT,OTHER INPATIENT,699.0,1715.0,547.0,53.0,186018.0,0.0,0.0,43198.0,0.0,941.0,0.26,0.0,3.51,0.0,1.48,0.0,,,5.25,600.0,0.00875,0.0024666666666666665,0.0,108.46530612244898,71.99666666666667
R1A22,2015-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,KEITH WINTER CLOSE MH UNIT,OTHER INPATIENT,697.0,1638.0,607.0,90.0,172791.0,0.0,0.0,39885.0,0.0,775.0,0.0,0.0,3.0,0.0,2.0,0.0,,,5.0,697.0,0.007173601147776184,0.0028694404591104736,0.0,105.48901098901099,57.22381635581062
R1A49,2012-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MENTAL HEALTH AND LEARNING DISABILITY,HILL CREST MH UNIT,OTHER INPATIENT,2409.0,5875.0,1462.0,730.0,766518.0,0.0,0.0,0.0,0.0,14364.0,0.49,0.0,6.76,0.0,2.74,194271.0,,,9.99,2192.0,0.004557481751824817,0.00125,88.62728102189782,130.4711489361702,0.0
R1A49,2013-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MENTAL HEALTH AND LEARNING DISABILITY,HILL CREST MH UNIT,OTHER INPATIENT,2409.0,5875.0,1462.0,730.0,859342.0,0.0,0.0,0.0,0.0,1416.0,1.23,0.0,6.55,0.0,3.5,117946.0,,,11.28,2192.0,0.005145985401459854,0.0015967153284671533,53.80748175182482,146.27097872340426,0.0
R1A49,2014-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,HILL CREST MH UNIT,OTHER INPATIENT,2409.0,5875.0,1462.0,730.0,785984.0,0.0,0.0,0.0,0.0,1990.0,0.21,0.0,7.23,0.0,2.94,332878.0,,,10.38,2192.0,0.004735401459854015,0.0013412408759124086,151.86040145985402,133.78451063829786,0.0
R1A49,2015-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,HILL CREST MH UNIT,OTHER INPATIENT,2295.0,5393.0,1420.0,754.0,474195.0,0.0,0.0,0.0,0.0,1584.0,0.0,0.0,7.0,0.0,5.0,301955.0,,,12.0,2174.0,0.005519779208831647,0.0022999080036798527,138.89374425023,87.92786946041164,0.0
R1AAV,2012-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MENTAL HEALTH AND LEARNING DISABILITY,CROMWELL HOUSE,OTHER INPATIENT,436.0,1059.0,335.0,21.0,102365.0,0.0,0.0,30164.0,0.0,738.0,0.0,0.0,0.85,0.0,1.1,5323.0,,,1.9500000000000002,356.0,0.005477528089887641,0.0030898876404494386,14.952247191011235,96.66194523135033,84.73033707865169
R1AAV,2013-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MENTAL HEALTH AND LEARNING DISABILITY,CROMWELL HOUSE,OTHER INPATIENT,436.0,1059.0,335.0,21.0,104276.0,0.0,0.0,3368.0,0.0,769.0,0.0,0.0,0.81,0.0,1.74,30310.0,,,2.55,356.0,0.007162921348314606,0.004887640449438202,85.14044943820225,98.46647780925402,9.460674157303371
R1AAV,2014-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,CROMWELL HOUSE,OTHER INPATIENT,436.0,1059.0,335.0,22.0,108712.0,0.0,0.0,37426.0,0.0,616.0,0.0,0.0,0.99,0.0,1.43,0.0,,,2.42,357.0,0.006778711484593837,0.004005602240896358,0.0,102.65533522190746,104.83473389355743
R1AAV,2015-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,CROMWELL HOUSE,OTHER INPATIENT,436.0,1025.0,416.0,22.0,132173.0,0.0,0.0,40689.0,0.0,848.0,0.0,0.0,2.0,0.0,0.0,0.0,,,2.0,438.0,0.0045662100456621,0.0,0.0,128.94926829268292,92.8972602739726
R1ACG,2012-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MENTAL HEALTH AND LEARNING DISABILITY,PRINCESS OF WALES HOSPITAL,OTHER INPATIENT,7530.0,20989.0,4351.0,2296.0,2053289.0,0.0,0.0,1059797.0,0.0,6734.0,25.89,0.0,39.63,0.58,7.44,187023.0,,,72.96000000000001,6647.0,0.010976380321949752,0.0011193019407251391,28.136452534978186,97.82690933346038,159.4398976982097
R1ACG,2013-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MENTAL HEALTH AND LEARNING DISABILITY,PRINCESS OF WALES HOSPITAL,OTHER INPATIENT,7530.0,20989.0,4351.0,2296.0,2578340.0,0.0,0.0,0.0,0.0,7097.0,23.34,0.0,61.26,1.02,17.26,1273168.0,,,101.86,6647.0,0.015324206408906273,0.0025966601474349334,191.54024371897097,122.84244127876507,0.0
R1ACG,2014-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,PRINCESS OF WALES HOSPITAL,OTHER INPATIENT,7425.0,20989.0,4246.0,2296.0,2256036.0,38.0,0.0,0.0,0.0,5696.0,24.65,0.0,36.23,2.52,7.49,1351272.0,,,68.36999999999999,6542.0,0.010450932436563741,0.0011449098135126873,206.5533476001223,107.48658821287341,0.0
R1ACG,2015-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,PRINCESS OF WALES HOSPITAL,OTHER INPATIENT,9716.0,22833.0,4819.0,4189.0,3515286.0,0.0,0.0,1689167.0,0.0,6142.0,7.36,0.0,59.32,0.0,14.86,0.0,,,81.54,9008.0,0.00905195381882771,0.0016496447602131438,0.0,153.9563789252398,187.51853907637656
R1ACY,2012-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MENTAL HEALTH AND LEARNING DISABILITY,OSBORNE COURT,OTHER INPATIENT,1469.0,4604.0,1165.0,181.0,555864.0,0.0,0.0,112144.0,0.0,1154.0,0.21,0.0,17.55,0.0,2.86,19785.0,,,20.62,1346.0,0.015319465081723627,0.00212481426448737,14.699108469539375,120.73501303214596,83.31649331352155
R1ACY,2013-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MENTAL HEALTH AND LEARNING DISABILITY,OSBORNE COURT,OTHER INPATIENT,1469.0,4604.0,1165.0,181.0,752987.0,0.0,0.0,0.0,0.0,1213.0,0.21,0.0,17.72,0.0,3.64,156966.0,,,21.57,1346.0,0.016025260029717683,0.0027043090638930165,116.61664190193164,163.55060816681146,0.0
R1ACY,2014-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,OSBORNE COURT,OTHER INPATIENT,1918.0,3954.0,1278.0,181.0,644004.0,0.0,0.0,128565.0,0.0,1780.0,0.08,0.0,20.2,0.0,2.91,0.0,,,23.189999999999998,1459.0,0.01589444825222755,0.0019945167923235093,0.0,162.87405159332323,88.11857436600411
R1ACY,2015-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,OSBORNE COURT,OTHER INPATIENT,1778.0,4956.0,1059.0,719.0,516916.0,0.0,0.0,124123.0,0.0,1838.0,0.0,0.0,0.0,0.0,4.82,0.0,,,4.82,1778.0,0.0027109111361079867,0.0027109111361079867,0.0,104.30104923325263,69.81046119235096
R1CF2,2015-01-01,R1C,SOLENT NHS TRUST,COMMUNITY,ST JAMES HOSPITAL,OTHER INPATIENT,7387.0,22503.0,2787.0,4599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.51,1.11,0.0,7.58,0.0,,,9.4,7386.0,0.001272678039534254,0.0010262659084754942,0.0,0.0,0.0
R1CF5,2016-01-01,R1C,SOLENT NHS TRUST,COMMUNITY,JUBILEE HOUSE,OTHER INPATIENT,1271.0,3266.0,803.0,386.0,245089.0,0.0,0.0,0.0,0.0,1682.0,0.8,30.61,0.0,,6.04,61485.0,,,37.45,1189.0,0.03149705634987385,0.005079899074852817,51.71152228763667,75.04255970606246,0.0
R1CF5,2017-01-01,R1C,SOLENT NHS TRUST,COMMUNITY,JUBILEE HOUSE,OTHER INPATIENT,1189.0,3177.0,803.0,386.0,307840.0,0.0,0.0,0.0,0.0,1515.0,0.8,30.61,0.0,,6.04,91721.0,,,37.45,1189.0,0.03149705634987385,0.005079899074852817,77.1412952060555,96.89644318539503,0.0
R1CF5,2018-01-01,R1C,SOLENT NHS TRUST,COMMUNITY,JUBILEE HOUSE,OTHER INPATIENT,1189.0,3177.0,1006.0,183.0,301571.0,0.0,0.0,0.0,0.0,1634.0,0.65,32.15,0.0,,4.85,89624.0,0.0,,37.65,1189.0,0.03166526492851135,0.004079058031959629,75.37762825904122,94.92319798552093,0.0
R1CF5,2019-01-01,R1C,SOLENT NHS TRUST,COMMUNITY,JUBILEE HOUSE,OTHER INPATIENT,1189.0,3177.0,1006.0,183.0,302234.0,0.0,0.0,0.0,0.0,2555.0,17.83,16.09,0.0,0.0,2.2,85200.0,0.0,0.0,36.120000000000005,1189.0,0.030378469301934403,0.0018502943650126158,71.65685449957948,95.13188542650299,0.0
R1CF5,2020-01-01,R1C,SOLENT NHS TRUST,COMMUNITY,JUBILEE HOUSE,OTHER INPATIENT,1271.0,3177.0,1006.0,190.0,303892.0,0.0,0.0,0.0,0.0,2632.0,15.68,9.93,0.0,,1.16,79488.0,0.0,0.0,26.77,1196.0,0.022382943143812707,0.0009698996655518394,66.46153846153847,95.65376141013535,0.0
R1CF5,2021-01-01,R1C,SOLENT NHS TRUST,COMMUNITY,JUBILEE HOUSE,OTHER INPATIENT,1271.0,3177.0,1006.0,190.0,350375.0,0.0,0.0,0.0,0.0,2270.0,13.899999999999999,10.67,0.0,,1.33,85788.0,0.0,0.0,25.9,1196.0,0.02165551839464883,0.0011120401337792643,71.72909698996655,110.28485993075228,0.0
RATWD,2011-01-01,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,WOODBURY UNIT,OTHER INPATIENT,1824.0,5107.0,1642.0,182.0,480144.0,0.0,0.0,44115.0,0.0,3513.0,2.77,2.77,19.53,0.0,5.710946,132344.0,,,30.780946,1824.0,0.016875518640350876,0.0031310010964912278,72.55701754385964,94.01683963187782,24.185855263157894
RATWD,2012-01-01,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,WOODBURY UNIT,OTHER INPATIENT,1824.0,5107.0,1642.0,182.0,473365.0,0.0,0.0,46947.0,0.0,3628.0,1.02,0.37,16.92,0.0,5.94,140841.0,,,24.250000000000004,1824.0,0.013294956140350879,0.003256578947368421,77.2154605263158,92.68944585862542,25.738486842105264
RATWD,2013-01-01,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,WOODBURY UNIT,OTHER INPATIENT,1824.0,5107.0,1642.0,182.0,563349.0,0.0,0.0,53831.0,0.0,4139.0,1.02,0.37,17.13,0.0,6.01,161492.0,,,24.53,1824.0,0.013448464912280703,0.003294956140350877,88.53728070175438,110.3091834736636,29.51260964912281
RATWD,2014-01-01,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,WOODBURY UNIT,OTHER INPATIENT,1824.0,5107.0,1642.0,182.0,543006.0,0.0,0.0,0.0,0.0,1379.0,2.75,1.74,37.97,0.0,5.65,184504.0,,,48.11,1824.0,0.02637609649122807,0.0030975877192982457,101.15350877192982,106.32582729586842,0.0
RATWD,2015-01-01,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,WOODBURY UNIT,OTHER INPATIENT,912.0,2554.0,821.0,1003.0,327544.0,0.0,0.0,172304.0,0.0,2325.0,2.02,2.22,32.26,0.0,6.05,0.0,,,42.55,1824.0,0.023327850877192982,0.0033168859649122806,0.0,128.247454972592,94.46491228070175
RATZZ,2015-01-01,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,AINSLIE REHABILITATION UNIT,OTHER INPATIENT,1933.0,4638.0,1273.0,660.0,267076.0,0.0,0.0,0.0,0.0,2597.0,0.45,5.6,8.32,0.0,4.0,193423.0,,,18.37,1933.0,0.009503362648732541,0.0020693222969477496,100.06363166063115,57.584303579128935,0.0
RBTAW,2015-01-01,RBT,THE MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ACUTE - SMALL,ELMHURST INTERMEDIATE CARE CENTRE,OTHER INPATIENT,1461.0,3282.0,890.0,232.0,243599.0,0.0,0.0,15468.0,0.0,1933.0,9.18,0.0,7.85,0.0,0.05,87651.0,,,17.080000000000002,1122.0,0.015222816399286989,4.456327985739751e-05,78.12032085561498,74.22273004265692,13.786096256684491
RBTAW,2016-01-01,RBT,THE MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ACUTE - SMALL,ELMHURST INTERMEDIATE CARE CENTRE,OTHER INPATIENT,1461.0,3282.0,1234.0,227.0,243599.0,,,15468.0,,,4.87,0.0,10.425,,0.025,87651.0,,,15.320000000000002,1461.0,0.010485968514715949,1.7111567419575633e-05,59.993839835728956,74.22273004265692,10.587268993839835
RBTAW,2017-01-01,RBT,THE MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ACUTE - SMALL,ELMHURST INTERMEDIATE CARE CENTRE,OTHER INPATIENT,1461.0,3282.0,1234.0,227.0,243599.0,,,15468.0,,,0.56,0.0,13.0,,0.0,87651.0,,,13.56,1461.0,0.009281314168377824,0.0,59.993839835728956,74.22273004265692,10.587268993839835
RBTAW,2018-01-01,RBT,THE MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ACUTE - SMALL,ELMHURST INTERMEDIATE CARE CENTRE,OTHER INPATIENT,1461.0,3282.0,1254.0,207.0,243599.0,,,15468.0,,,2.0,2.0,15.0,,0.0,87651.0,,,19.0,1461.0,0.013004791238877482,0.0,59.993839835728956,74.22273004265692,10.587268993839835
RBTAW,2019-01-01,RBT,THE MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ACUTE - SMALL,ELMHURST INTERMEDIATE CARE CENTRE,OTHER INPATIENT,1461.0,3282.0,1254.0,207.0,243599.0,,,15468.0,,,1.0,1.0,11.0,0.0,0.0,87651.0,,,13.0,1461.0,0.00889801505817933,0.0,59.993839835728956,74.22273004265692,10.587268993839835
RBTAW,2020-01-01,RBT,THE MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ACUTE - SMALL,ELMHURST INTERMEDIATE CARE CENTRE,OTHER INPATIENT,1461.0,3281.0,1254.0,207.0,243599.0,,,15468.0,,,3.25,0.95,0.06,,9.4,87651.0,,,13.66,1461.0,0.009349760438056126,0.006433949349760438,59.993839835728956,74.2453520268211,10.587268993839835
RBTAW,2021-01-01,RBT,THE MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ACUTE - SMALL,ELMHURST INTERMEDIATE CARE CENTRE,OTHER INPATIENT,0.0,3281.0,1254.0,207.0,243599.0,,,15468.0,,,0.51,6.0,0.0,,17.0,87651.0,,,23.509999999999998,1461.0,0.016091718001368924,0.01163586584531143,59.993839835728956,74.2453520268211,10.587268993839835
RCBP9,2011-01-01,RCB,YORK HOSPITALS NHS FOUNDATION TRUST,ACUTE - MEDIUM,WHITECROSS CRUE,OTHER INPATIENT,1740.0,3946.0,1386.0,200.0,668066.0,0.0,0.0,0.0,0.0,2243.0,7.0,0.0,21.0,0.0,0.0,201182.0,,,28.0,1586.0,0.017654476670870115,0.0,126.84867591424968,169.3020780537253,0.0
RCBP9,2012-01-01,RCB,YORK HOSPITALS NHS FOUNDATION TRUST,ACUTE - MEDIUM,WHITECROSS CRUE,OTHER INPATIENT,1740.0,3946.0,1386.0,200.0,581176.0,0.0,0.0,0.0,0.0,2278.0,0.0,1.2,11.5,0.0,1.4,188722.0,,,14.1,1586.0,0.008890290037831022,0.0008827238335435056,118.99243379571249,147.28231120121643,0.0
RCBP9,2013-01-01,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ACUTE - MEDIUM,WHITECROSS CRUE,OTHER INPATIENT,1740.0,3946.0,1386.0,200.0,647524.0,0.0,0.0,0.0,0.0,1822.0,0.0,0.0,0.0,0.0,0.0,193416.0,,,0.0,1586.0,0.0,0.0,121.95208070617906,164.09630005068425,0.0
RCBP9,2014-01-01,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ACUTE - LARGE,WHITECROSS COURT,OTHER INPATIENT,1740.0,3946.0,1386.0,200.0,682898.0,0.0,0.0,0.0,0.0,2156.0,0.0,0.0,0.0,0.0,0.0,193790.0,,,0.0,1586.0,0.0,0.0,122.18789407313997,173.06082108464267,0.0
RCBP9,2015-01-01,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ACUTE - TEACHING,WHITECROSS COURT,OTHER INPATIENT,1740.0,3946.0,1386.0,200.0,625490.0,0.0,0.0,0.0,0.0,1997.0,0.05,3.24,18.89,0.0,0.0,190491.0,,,22.18,1586.0,0.013984867591424968,0.0,120.1078184110971,158.51241763811456,0.0
RCBP9,2017-01-01,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ACUTE - TEACHING,WHITECROSS COURT,OTHER INPATIENT,1443.0,3303.0,1116.0,327.0,544680.0,0.0,0.0,0.0,0.0,2266.0,0.18,30.0,6.18,,4.0,189474.0,,,40.36,1443.0,0.027969507969507968,0.002772002772002772,131.3056133056133,164.90463215258856,0.0
RCBTV,2011-01-01,RCB,YORK HOSPITALS NHS FOUNDATION TRUST,ACUTE - MEDIUM,ST HELEN'S CRUE,OTHER INPATIENT,1790.0,3976.0,1447.0,147.0,428881.0,0.0,0.0,0.0,0.0,1382.0,12.0,0.0,30.0,0.0,12.6,142463.0,,,54.6,1594.0,0.0342534504391468,0.007904642409033876,89.37452948557089,107.86745472837022,0.0
RCBTV,2012-01-01,RCB,YORK HOSPITALS NHS FOUNDATION TRUST,ACUTE - MEDIUM,ST HELEN'S CRUE,OTHER INPATIENT,1790.0,3976.0,1447.0,147.0,356752.0,0.0,0.0,0.0,0.0,1594.0,0.0,1.8,15.0,0.0,2.0,134841.0,,,18.8,1594.0,0.011794228356336261,0.0012547051442910915,84.59284818067754,89.72635814889335,0.0
RCBTV,2013-01-01,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ACUTE - MEDIUM,ST HELEN'S CRUE,OTHER INPATIENT,1790.0,3976.0,1447.0,147.0,354253.0,0.0,0.0,0.0,0.0,1309.0,0.0,0.0,0.0,0.0,0.0,121443.0,,,0.0,1594.0,0.0,0.0,76.18757841907151,89.0978370221328,0.0
RCBTV,2014-01-01,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ACUTE - LARGE,ST HELEN'S,OTHER INPATIENT,1790.0,3976.0,1447.0,147.0,354253.0,0.0,0.0,0.0,0.0,1309.0,0.0,0.0,0.0,0.0,0.0,111377.0,,,0.0,1594.0,0.0,0.0,69.87264742785446,89.0978370221328,0.0
RCBTV,2015-01-01,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ACUTE - TEACHING,ST HELEN'S,OTHER INPATIENT,1790.0,3976.0,1447.0,147.0,354253.0,0.0,0.0,0.0,0.0,1309.0,1.01,8.78,13.6,0.0,0.0,111377.0,,,23.39,1594.0,0.014673776662484317,0.0,69.87264742785446,89.0978370221328,0.0
RDR1H,2017-01-01,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,COMMUNITY,SALVINGTON LODGE,OTHER INPATIENT,1225.0,3014.0,1225.0,0.0,372140.0,0.0,0.0,0.0,0.0,2152.0,0.16,26.18,0.0,,5.24,194509.0,,,31.58,1225.0,0.025779591836734693,0.004277551020408163,158.78285714285715,123.47047113470471,0.0
RDR1H,2018-01-01,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,COMMUNITY,SALVINGTON LODGE,OTHER INPATIENT,1225.0,3014.0,1203.0,22.0,279105.0,,,0.0,,,0.16,26.18,0.0,,5.24,145881.75,,,31.58,1225.0,0.025779591836734693,0.004277551020408163,119.08714285714285,92.60285335102853,0.0
RDR1H,2019-01-01,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,COMMUNITY,SALVINGTON LODGE,OTHER INPATIENT,1225.0,3014.0,1203.0,22.0,186070.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,97254.5,,,0.0,1225.0,0.0,0.0,79.39142857142858,61.735235567352355,0.0
RDR1H,2020-01-01,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,COMMUNITY,SALVINGTON LODGE,OTHER INPATIENT,0.0,3014.0,1204.0,21.0,93035.0,,,0.0,,,0.0,0.0,0.0,,0.0,48627.25,,,0.0,1225.0,0.0,0.0,39.69571428571429,30.867617783676177,0.0
