site_code,year,trust_code,trust_name,trust_type,site_name,site_type,area_occupied_m2,volume_heated_m3,area_patient_m2,area_nonpatient_m2,consumed_gas_kwh,consumed_oil_kwh,consumed_coal_kwh,consumed_electricity_green_kwh,consumed_fuel_green_kwh,water_total_m3,waste_incineration_tonnes,waste_alternative_tonnes,waste_landfill_tonnes,waste_eee_tonnes,waste_recycling_tonnes,consumed_electricity_total_kwh,produced_electricity_green_kwh,waste_onsite_tonnes,waste_total_tonnes,occupied_area_m2,waste_total_index,waste_recycling_index,electricity_index,gas_index_vol,electricity_green_index
R1AAN,2020-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,TENBURY COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,1919.0,4510.0,1321.0,598.0,798562.0,0.0,0.0,49488.0,0.0,1334.0,6.23,0.0,0.0,,1.76,139397.0,0.0,0.0,7.99,1919.0,0.00416362688900469,0.0009171443460135487,72.64043772798333,177.06474501108647,25.78843147472642
R1AAN,2021-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,TENBURY COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,1919.0,4510.0,1321.0,598.0,798097.0,0.0,0.0,50856.0,0.0,215.0,35.62,0.0,0.04,,3.04,114798.0,0.0,0.0,38.699999999999996,1919.0,0.020166753517457007,0.0015841584158415843,59.82178217821782,176.96164079822617,26.501302761855133
R1ACG,2016-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,PRINCESS OF WALES HOSPITAL,COMMUNITY HOSPITAL,11445.0,26919.0,7348.0,4097.0,3508650.0,0.0,0.0,1635902.0,0.0,9621.0,3.68,40.335,29.66,,16.285,0.0,,,89.96,11445.0,0.007860200961118391,0.0014228920926168632,0.0,130.34102306920764,142.93595456531236
R1ACG,2017-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,PRINCESS OF WALES HOSPITAL,COMMUNITY HOSPITAL,11445.0,26919.0,7348.0,4097.0,2544517.0,0.0,0.0,0.0,0.0,9621.0,0.0,80.67,0.0,,17.71,1418216.0,,,98.38,11445.0,0.008595893403232852,0.0015474006116207952,123.91577107907383,94.52494520598833,0.0
R1ACG,2018-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,PRINCESS OF WALES HOSPITAL,COMMUNITY HOSPITAL,11445.0,26919.0,8135.0,3310.0,3178858.0,0.0,0.0,12722.0,254447.0,9107.0,30.12,48.38,0.57,,18.5,1146426.0,12052.0,,97.57,11445.0,0.008525120139799038,0.001616426387068589,100.16828309305373,118.08975073368254,1.111577107907383
R1ACG,2019-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,PRINCESS OF WALES HOSPITAL,COMMUNITY HOSPITAL,11445.0,26919.0,8614.0,2831.0,2976069.0,0.0,0.0,30003.0,212818.0,8343.0,55.480000000000004,0.0,0.0,2.72,17.06,744292.0,11188.0,0.0,72.54,11445.0,0.006338138925294889,0.001490607252075142,65.03206640454347,110.55644711913519,2.621494102228047
R1ACG,2020-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,PRINCESS OF WALES HOSPITAL,COMMUNITY HOSPITAL,11445.0,26919.0,8614.0,2831.0,2222417.0,0.0,0.0,296261.0,0.0,8526.0,55.26,0.0,0.36,,13.77,161598.0,10936.0,0.0,69.39,11445.0,0.006062909567496723,0.0012031454783748361,14.119528178243774,82.55941899773394,25.885626911314986
R1ACG,2021-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,PRINCESS OF WALES HOSPITAL,COMMUNITY HOSPITAL,11445.0,26919.0,8614.0,2831.0,3488178.0,0.0,0.0,397873.0,0.0,7949.0,27.96,0.0,2.2,,36.09,898131.0,12867.0,0.0,66.25,11445.0,0.0057885539536915685,0.003153342070773264,78.47365661861075,129.58051933578514,34.76391437308868
R1ACW,2012-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MENTAL HEALTH AND LEARNING DISABILITY,PERSHORE HOSPITAL,COMMUNITY HOSPITAL,1995.0,5006.0,1398.0,303.0,497253.0,0.0,0.0,219344.0,0.0,1642.0,1.89,0.0,11.9,0.0,1.64,38708.0,,,15.430000000000001,1701.0,0.009071134626690184,0.0009641387419165197,22.756025867136977,99.33140231721934,128.95002939447383
R1ACW,2013-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MENTAL HEALTH AND LEARNING DISABILITY,PERSHORE HOSPITAL,COMMUNITY HOSPITAL,1995.0,5006.0,1398.0,303.0,595648.0,0.0,0.0,32432.0,0.0,2324.0,2.42,0.0,9.15,0.0,2.11,291886.0,,,13.68,1701.0,0.008042328042328042,0.0012404467960023516,171.59670781893004,118.98681582101479,19.066431510875955
R1ACW,2014-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,PERSHORE HOSPITAL,COMMUNITY HOSPITAL,1995.0,5006.0,1398.0,303.0,389380.0,0.0,0.0,0.0,0.0,1665.0,1.6,0.0,8.61,0.0,3.86,198963.0,,,14.069999999999999,1701.0,0.008271604938271605,0.0022692533803644914,116.96825396825396,77.78266080703156,0.0
R1ACW,2015-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,PERSHORE HOSPITAL,COMMUNITY HOSPITAL,1821.0,4279.0,1065.0,724.0,427281.0,0.0,0.0,185172.0,0.0,1637.0,2.26,0.0,7.99,0.0,5.13,0.0,,,15.379999999999999,1789.0,0.00859698155394075,0.0028675237562884293,0.0,99.85534003271792,103.50586920067076
R1ACW,2016-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,PERSHORE HOSPITAL,COMMUNITY HOSPITAL,1821.0,4279.0,1231.0,590.0,450496.0,0.0,0.0,181150.0,0.0,1768.0,1.13,2.17,7.78,,3.83,0.0,,,14.91,1821.0,0.008187808896210872,0.002103239978034047,0.0,105.28067305445198,99.47830862163646
R1ACW,2017-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,PERSHORE HOSPITAL,COMMUNITY HOSPITAL,1821.0,4279.0,1231.0,590.0,390037.0,0.0,0.0,0.0,0.0,1768.0,0.0,4.34,7.57,,2.53,182622.0,,,14.44,1821.0,0.007929708951125755,0.0013893465129049972,100.28665568369028,91.15143725169432,0.0
R1ACW,2018-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,PERSHORE HOSPITAL,COMMUNITY HOSPITAL,1821.0,4279.0,1521.0,300.0,426443.0,0.0,0.0,1604.0,32080.0,1467.0,13.64,3.06,0.0,,2.56,144537.0,0.0,,19.259999999999998,1821.0,0.01057660626029654,0.0014058209774848985,79.37232289950576,99.65949988315027,0.8808347062053816
R1ACW,2019-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,PERSHORE HOSPITAL,COMMUNITY HOSPITAL,1830.0,4279.0,1572.0,258.0,397388.0,0.0,0.0,26233.0,30852.0,1487.0,12.809999999999999,0.0,0.0,0.0,2.61,107901.0,0.0,,15.419999999999998,1830.0,0.00842622950819672,0.0014262295081967212,58.96229508196721,92.8693620004674,14.334972677595628
R1ACW,2020-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,PERSHORE HOSPITAL,COMMUNITY HOSPITAL,0.0,4279.0,1572.0,258.0,603643.0,0.0,0.0,63164.0,0.0,2419.0,7.27,0.0,0.0,,2.35,177919.0,0.0,,9.62,1830.0,0.005256830601092896,0.001284153005464481,97.22349726775957,141.07104463659735,34.51584699453552
R1ACW,2021-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,PERSHORE HOSPITAL,COMMUNITY HOSPITAL,0.0,4279.0,1572.0,258.0,412633.0,0.0,0.0,48200.0,0.0,2274.0,22.29,0.0,0.24,,4.59,108804.0,0.0,0.0,27.119999999999997,1830.0,0.01481967213114754,0.0025081967213114753,59.455737704918036,96.4321103061463,26.338797814207652
R1ADC,2012-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MENTAL HEALTH AND LEARNING DISABILITY,MALVERN COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,5820.0,7833.0,2500.0,2771.0,1563127.0,0.0,0.0,354803.0,5053.0,4116.0,2.96,0.0,38.59,0.0,5.92,62612.0,,,47.470000000000006,5271.0,0.009005881236956935,0.0011231265414532346,11.878580914437489,199.55661943061406,67.31227471068108
R1ADC,2013-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MENTAL HEALTH AND LEARNING DISABILITY,MALVERN COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,5820.0,7833.0,2500.0,2771.0,1284890.0,0.0,0.0,0.0,0.0,2659.0,3.88,0.0,40.62,0.0,7.38,553282.0,,,51.88,5271.0,0.009842534623411118,0.0014001138303927148,104.96717890343389,164.035490871952,0.0
R1ADC,2014-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,MALVERN COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,5712.0,7562.0,2392.0,2771.0,1151895.0,0.0,0.0,0.0,0.0,4201.0,3.8,0.0,41.68,0.0,5.89,623904.0,,,51.37,5163.0,0.009949641681193104,0.0011408096068177415,120.84137129575828,152.32676540597726,0.0
R1ADC,2015-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,MALVERN COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,3873.0,9101.0,1865.0,1585.0,1177318.0,0.0,0.0,518017.0,0.0,3854.0,3.0,0.0,25.0,0.0,9.0,173013.0,,,37.0,3450.0,0.010724637681159421,0.0026086956521739132,50.14869565217391,129.3613888583672,150.14985507246377
R1ADC,2016-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,MALVERN COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,3936.0,9273.0,2606.0,1330.0,904341.0,0.0,0.0,595246.0,0.0,4987.0,1.5,5.835,27.57,,6.59,30689.0,,,41.495000000000005,3936.0,0.01054242886178862,0.0016742886178861788,7.797002032520325,97.52410223228729,151.23119918699186
R1ADC,2017-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,MALVERN COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,3936.0,9273.0,2606.0,1330.0,847371.0,0.0,0.0,0.0,0.0,4987.0,0.0,11.67,30.14,,4.18,641100.0,,,45.99,3936.0,0.011684451219512195,0.0010619918699186991,162.8810975609756,91.380459398253,0.0
R1ADC,2018-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,MALVERN COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,3936.0,9273.0,2711.0,801.0,891849.0,0.0,0.0,5965.0,119292.0,4830.0,34.9,8.37,0.0,,4.48,537475.0,2150.0,,47.75,3512.0,0.01359624145785877,0.001275626423690205,153.0395785876993,96.17696538337108,1.6984624145785876
R1ADC,2019-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,MALVERN COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,3936.0,9273.0,3080.0,856.0,697846.0,0.0,0.0,106930.0,125760.0,3797.0,11.77,0.0,0.0,0.32,4.81,439823.0,5256.0,0.0,16.58,3936.0,0.00421239837398374,0.0012220528455284551,111.74364837398375,75.25568855817966,27.167174796747968
R1ADC,2020-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,MALVERN COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,3936.0,9273.0,3080.0,856.0,918391.0,0.0,0.0,146830.0,0.0,4143.0,15.4,0.0,0.0,,3.71,413588.0,2115.0,0.0,19.11,3936.0,0.004855182926829268,0.0009425813008130081,105.07825203252033,99.0392537474388,37.30436991869919
R1ADC,2021-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,MALVERN COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,3936.0,9273.0,3080.0,856.0,1091286.0,0.0,0.0,166171.0,0.0,4449.0,48.3,0.0,0.16,,6.41,375103.0,2222.0,0.0,54.86999999999999,3936.0,0.013940548780487802,0.0016285569105691058,95.30055894308943,117.68424458104174,42.2182418699187
R1AHM,2017-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,TIMBERDINE UNIT,COMMUNITY HOSPITAL,2269.0,5331.0,1569.0,699.0,514663.0,0.0,0.0,0.0,0.0,3699.0,0.0,31.51,22.76,,3.36,232782.0,,,57.63,2268.0,0.02541005291005291,0.0014814814814814814,102.63756613756614,96.5415494278747,0.0
R1AHM,2018-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,TIMBERDINE UNIT,COMMUNITY HOSPITAL,2269.0,5331.0,1796.0,472.0,580861.0,0.0,0.0,152007.0,79414.0,2908.0,40.8,14.89,0.0,,4.75,74345.0,0.0,,60.44,2268.0,0.026649029982363313,0.0020943562610229276,32.779982363315696,108.95910710936035,67.02248677248677
R1AHM,2019-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,TIMBERDINE UNIT,COMMUNITY HOSPITAL,2269.0,5331.0,1786.0,483.0,613505.0,0.0,0.0,32633.0,38380.0,2977.0,21.59,0.0,0.0,0.0,4.57,134228.0,0.0,,26.16,2269.0,0.011529308065226972,0.002014103129131776,59.15733803437638,115.08253610954793,14.38210665491406
R1AHM,2020-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,WORCESTER CITY INPATIENT UNIT (FORMERLY KNOWN AS TIMBERDINE UNIT),COMMUNITY HOSPITAL,0.0,5331.0,1786.0,483.0,840326.0,0.0,0.0,52076.0,0.0,2544.0,6.550000000000001,0.0,0.0,,1.85,146687.0,0.0,,8.4,2269.0,0.0037020713970912296,0.0008153371529308065,64.64830321727634,157.63008816357157,22.95107977082415
R1AHM,2021-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,WORCESTER CITY INPATIENT UNIT (FORMERLY KNOWN AS TIMBERDINE UNIT),COMMUNITY HOSPITAL,0.0,5446.0,1786.0,483.0,156130.0,0.0,0.0,59093.0,0.0,3205.0,49.37,0.0,0.0,,5.02,133393.0,0.0,0.0,54.39,2269.0,0.02397091229616571,0.0022124283825473777,58.789334508594095,28.668747704737424,26.043631555751432
R1ALJ,2020-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,KIDDERMINSTER GENERAL HOSPITAL,COMMUNITY HOSPITAL,3328.26,10028.0,2261.0,2006.0,704606.0,0.0,0.0,60814.0,0.0,2921.0,12.4,0.0,0.0,,4.57,171299.0,0.0,0.0,16.97,4267.0,0.003977033044293414,0.0010710100773377081,40.1450667916569,70.26386118867173,14.252167799390673
R1ALJ,2021-01-01,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,COMMUNITY,KIDDERMINSTER GENERAL HOSPITAL,COMMUNITY HOSPITAL,3328.26,10028.0,2261.0,2006.0,685916.0,0.0,0.0,86246.0,0.0,3139.0,14.330000000000002,0.0,0.0,,5.79,109767.0,0.0,0.0,20.12,4267.0,0.004715256620576517,0.0013569252402156082,25.72463088821186,68.40007977662545,20.212327161940472
R1C03,2012-01-01,R1C,SOLENT NHS TRUST,ACUTE - MULTI-SERVICE,WESTERN COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,3071.0,7604.0,1837.0,1260.0,977479.0,0.0,0.0,0.0,0.0,2912.0,3.33,10.01,0.0,0.0,29.29,497215.0,,,42.629999999999995,3097.0,0.013764933806909912,0.009457539554407491,160.54730384242816,128.54800105207786,0.0
R1C03,2013-01-01,R1C,SOLENT NHS TRUST,ACUTE - MULTI-SERVICE,WESTERN COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,2802.0,7604.0,1542.0,1260.0,1079506.0,0.0,0.0,0.0,0.0,3125.0,2.71,0.0,0.0,0.0,7.9,526102.0,,,10.61,2802.0,0.0037865810135617414,0.0028194147037830125,187.75945753033548,141.96554445028931,0.0
R1C03,2014-01-01,R1C,SOLENT NHS TRUST,COMMUNITY,WESTERN COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,2802.0,7604.0,1542.0,1260.0,949965.0,0.0,0.0,0.0,0.0,2969.0,2.79,0.0,0.0,0.0,9.4,462970.0,,,12.190000000000001,2802.0,0.0043504639543183446,0.0033547466095645967,165.22840827980014,124.92964229352972,0.0
R1C03,2015-01-01,R1C,SOLENT NHS TRUST,COMMUNITY,WESTERN COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,2802.0,7604.0,1542.0,1260.0,873339.0,0.0,0.0,0.0,0.0,3510.0,3.15,2.4,3.34,0.2,5.18,447005.0,,,14.07,2802.0,0.005021413276231263,0.0018486795146324053,159.53069236259813,114.85257759074172,0.0
R1C03,2016-01-01,R1C,SOLENT NHS TRUST,COMMUNITY,WESTERN COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,3097.0,7604.0,1542.0,1260.0,791000.0,0.0,0.0,0.0,0.0,3329.0,1.905,19.99,1.67,,13.86,454530.0,,,37.425,2802.0,0.013356531049250534,0.004946466809421841,162.21627408993575,104.0241977906365,0.0
R1C03,2017-01-01,R1C,SOLENT NHS TRUST,COMMUNITY,WESTERN COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,3097.0,7741.0,1542.0,1260.0,308428.0,0.0,0.0,0.0,0.0,4590.0,0.66,37.58,0.0,,22.54,443746.0,,,60.779999999999994,2802.0,0.021691648822269805,0.008044254104211277,158.36759457530334,39.84343108125565,0.0
R1C03,2018-01-01,R1C,SOLENT NHS TRUST,COMMUNITY,WESTERN COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,3107.0,7741.0,1939.0,1168.0,816257.0,0.0,0.0,0.0,0.0,4155.0,0.49,27.58,0.29,,9.99,473809.0,0.0,,38.349999999999994,3107.0,0.012343096234309622,0.0032153202446089475,152.4972642420341,105.44593721741377,0.0
R1C03,2019-01-01,R1C,SOLENT NHS TRUST,COMMUNITY,WESTERN COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,3120.0,8620.0,1939.0,1181.0,1118916.0,0.0,0.0,0.0,0.0,4085.0,30.07,0.16,0.0,1.17,15.15,436907.0,0.0,0.0,45.38,3120.0,0.014544871794871796,0.004855769230769231,140.03429487179488,129.8046403712297,0.0
R1C03,2020-01-01,R1C,SOLENT NHS TRUST,COMMUNITY,WESTERN COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,1827.44,8620.0,1427.0,1704.0,987427.0,0.0,0.0,0.0,0.0,3226.0,35.839999999999996,0.76,0.0,,8.23,415602.0,0.0,0.0,44.83,3131.0,0.014318109230277865,0.002628553177898435,132.73778345576494,114.55069605568445,0.0
