Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Post Code,Hard FM (Estates) costs (£),Soft FM (Hotel services) costs (£),Estates and facilities finance costs (£),Maintenance service costs (£),Income received for area leased out for retail sales (£),Area leased out for retail sales (m²),Gross internal floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Building footprint (m²),Site land area (Hectare),Clinical space (m²),Non-clinical space (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Age profile - 2015 to 2024 (%),Age profile - 2005 to 2014 (%),Age profile - 1995 to 2004 (%),Age profile - 1985 to 1994 (%),Age profile - 1975 to 1984 (%),Age profile - 1965 to 1974 (%),Age profile - 1955 to 1964 (%),Age profile - 1948 to 1954 (%),Age profile - pre 1948 (%),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),Risk adjusted backlog cost (£),Energy costs (all energy supplies) (£),Electricity consumed (kWh),Gas consumed (kWh),Oil  consumed (kWh),Coal consumed (kWh),Steam consumed (kWh),Hot water consumed (kWh),Electricity consumed - renewable (kWh),Non-fossil fuel consumed - renewable (kWh),"Fossil energy input to CHP system/s
 (kWh)","Thermal energy output of CHP system/s
 (kWh)","Electrical energy output of CHP system/s
 (kWh)",Exported electricity (kWh),Exported thermal energy (kWh),Water cost (£),Sewage cost (£),Water volume (including borehole) (m³),"Clinical waste cost
 (£)",Clinical waste volume (Tonnes),Special waste cost (£),Special waste volume (Tonnes),Domestic waste cost (£),"Waste recycling, recovery cost (£)",Parking spaces available (No.),Designated disabled parking spaces (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (Yes/No/None),Cleaning service cost (£),Cleaning staff (WTE),Routine cleaning method/s - Traditional wet-mopping (disposable) (Yes/No),Routine cleaning method/s - Traditional wet-mopping (reusable) (Yes/No),Routine cleaning method/s - Microfibre (disposable) (Yes/No),Routine cleaning method/s - Microfibre (reusable) (Yes/No),Routine cleaning method/s - Disposable wipes (Yes/No),Routine cleaning method/s - Other (Yes/No),Enhanced cleaning method/s - Steam Cleaning (Yes/No),Enhanced cleaning method/s - Hydrogen peroxide fogging (Yes/No),Enhanced cleaning method/s - UV Light (Yes/No),Enhanced cleaning method/s - Chlorine-releasing cleaner (Yes/No),Enhanced cleaning method/s - Sporicidal cleaner (Yes/No),Enhanced cleaning method/s - Other (Yes/No),Cleaning audit processes - Visual audits based on the National Specification for Cleanliness or Publically Available Specification (Yes/No),Cleaning audit processes - Visual audits based on an alternative Specification to the National Specification for Cleanliness or Publically Available Specification (Yes/No),Cleaning audit processes - ATP Swab Testing (Yes/No),Cleaning audit processes - UV light Testing (Yes/No),Cleaning audit processes - Microbiological Swab Testing (Yes/No),Cleaning audit processes - Other (Yes/No),Cost of cleaning occupied floor area assessed as Red/Very High Risk (£),Occupied floor area assessed as Red/Very High Risk (%),Required standard for occupied floor area assessed as Red/Very High Risk (%),Achieved standard for occupied floor area identified as Red/Very High Risk (%),Cost of cleaning occupied floor area assessed as Amber/High and Significant Risk (£),Occupied floor area assessed as Amber/High and Significant Risk (%),Required standard for occupied floor area assessed as Amber/High and Significant Risk (%),Achieved standard for occupied floor area identified as Amber/High and Significant Risk (%),Cost of cleaning occupied floor area assessed as Green/Low Risk (£),Occupied floor area assessed as Green/Low Risk (%),Required standard for occupied floor area assessed as Green/Low Risk (%),Achieved standard for occupied floor area identified as Green/Low Risk (%),Cost of cleaning the occupied floor area not requiring regular cleaning (£),Occupied floor area not requiring regular cleaning (%),Inpatient food service cost (£),Inpatient main meals requested (No.),Cost of feeding one inpatient per day (inpatient meal day) (£),Laundry and linen service cost (£),Pieces per annum (No.),Laundry and linen service used (Select),Portering service cost (£),Portering staff (WTE)
RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RBZ79,WHIPTON COMMUNITY HOSPITAL,Community hospital (with inpatient beds),EX1 3RB,214348.00,404191.00,449577.00,77487.00,0.00,0.00,2549.00,2352.00,100.00,3933.00,2979.00,2.16,1495.00,857.00,5.89,5.89,7.74,7.43,0.00,4.00,0.00,0.00,0.00,68.00,1.00,2.00,0.00,0.00,29.00,0.00,45050.00,81500.00,215792.00,56942.00,100778.00,30026.00,717175.00,105833.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4094.00,5501.00,2016.00,818.00,0.42,3400.00,4.07,5304.00,1802.00,104.00,5.00,0.00,0.00,No,173290.00,16.85,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,98.00,100.00,99808.00,48.00,95.00,98.00,57190.00,38.00,75.00,96.00,3197.00,14.00,82046.00,20934.00,11.64,32573.00,83406.00,1. Full Service – Contracted,13398.00,0.39
RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RBZ80,HONITON HOSPITAL,Community hospital (with inpatient beds),EX14 2DE,249531.00,377453.00,596363.00,91526.00,0.00,0.00,3574.00,3551.00,100.00,8280.00,3140.00,2.67,2503.00,1048.00,0.00,0.00,0.63,22.64,2.00,2.00,0.00,11.25,0.00,75.75,4.00,0.00,9.00,0.00,0.00,0.00,55420.00,21800.00,64125.00,58857.00,91828.00,411988.00,1227948.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9577.00,14241.00,4840.00,281.00,0.09,6856.00,12.32,5867.00,3022.00,140.00,12.00,0.00,0.00,No,131262.00,14.80,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,13992.00,7.00,98.00,98.00,78895.00,56.00,95.00,97.00,32697.00,31.00,75.00,96.00,267.00,6.00,75700.00,17971.00,12.08,35284.00,83139.00,1. Full Service – Contracted,37406.00,1.20
RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RBZ81,OTTERY ST MARY HOSPITAL,Community hospital (with inpatient beds),EX11 1DN,143672.00,375916.00,295536.00,63878.00,0.00,0.00,2355.00,1925.00,100.00,5520.00,2355.00,1.28,1213.00,712.00,0.00,0.00,18.28,13.65,3.00,4.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56440.00,35850.00,93916.00,61631.00,46737.00,187330.00,619676.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,284.00,3844.00,1638.00,98.00,0.05,1494.00,1.75,4594.00,1483.00,53.00,4.00,0.00,0.00,No,152212.00,15.50,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,98.00,100.00,106600.00,64.00,95.00,98.00,36252.00,25.00,75.00,95.00,5618.00,11.00,89089.00,18842.00,11.53,36982.00,91212.00,1. Full Service – Contracted,18988.00,0.55
RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RBZ83,SIDMOUTH HOSPITAL,Community hospital (with inpatient beds),EX10 8EW,179006.00,373153.00,314985.00,75528.00,0.00,0.00,2836.00,2706.00,100.00,6164.00,2211.00,0.52,2002.00,704.00,0.00,0.00,4.57,17.84,12.00,0.00,0.00,0.00,15.00,6.00,0.00,0.00,10.00,0.00,69.00,0.00,6770.00,187000.00,682545.00,41552.00,58045.00,202526.00,751395.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6923.00,9686.00,1133.00,190.00,0.10,4453.00,6.06,5216.00,1722.00,42.00,2.00,0.00,0.00,No,159015.00,15.46,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,17885.00,9.00,98.00,99.00,91152.00,54.00,95.00,98.00,34986.00,25.00,75.00,96.00,3801.00,12.00,82453.00,19705.00,12.30,27802.00,76254.00,1. Full Service – Contracted,17019.00,0.44
RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RBZ84,EXMOUTH HOSPITAL,Community hospital (with inpatient beds),EX8 2JN,240156.00,447590.00,468162.00,120329.00,0.00,0.00,5174.00,4476.00,100.00,8849.00,4330.00,1.21,3133.00,1343.00,20.00,24.00,13.50,18.71,0.00,1.00,0.00,0.00,0.00,11.00,11.00,10.00,0.00,0.00,68.00,0.00,381900.00,131250.00,469616.00,405395.00,77358.00,235372.00,1039398.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4683.00,6676.00,2310.00,306.00,0.17,5549.00,5.72,9174.00,2629.00,64.00,8.00,0.00,0.00,No,192506.00,17.84,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,29887.00,15.00,98.00,99.00,95235.00,45.00,95.00,98.00,46466.00,27.00,75.00,94.00,7270.00,13.00,93898.00,21628.00,12.90,34267.00,93504.00,1. Full Service – Contracted,24365.00,0.84
RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RBZ86,SEATON HOSPITAL,Community hospital (with inpatient beds),EX12 2UU,138823.00,349467.00,212030.00,60633.00,0.00,0.00,2190.00,1751.00,100.00,4824.00,1848.00,0.71,1103.00,648.00,32.00,29.00,20.04,28.48,4.00,3.00,0.00,0.00,41.74,58.26,0.00,0.00,0.00,0.00,0.00,0.00,6000.00,88000.00,44850.00,11314.00,47682.00,159290.00,560906.00,0.00,0.00,0.00,0.00,12510.00,0.00,0.00,0.00,0.00,0.00,0.00,3143.00,4256.00,1577.00,217.00,0.10,2719.00,2.93,4520.00,1652.00,32.00,2.00,0.00,0.00,No,148225.00,15.00,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,98.00,100.00,111555.00,71.00,85.00,98.00,26978.00,21.00,75.00,98.00,3428.00,8.00,80078.00,18155.00,13.23,28082.00,80088.00,1. Full Service – Contracted,11008.00,0.25
RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RBZ87,OKEHAMPTON HOSPITAL,Community hospital (with inpatient beds),EX20 1PN,177623.00,272975.00,370074.00,67405.00,0.00,0.00,2795.00,2655.00,100.00,6274.00,2375.00,1.23,2071.00,584.00,0.00,0.00,5.00,15.05,5.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3800.00,11450.00,25500.00,5278.00,60134.00,174448.00,635628.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4439.00,6272.00,2238.00,262.00,0.13,3031.00,3.57,3769.00,2311.00,72.00,3.00,0.60,0.00,No,99013.00,11.63,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,98.00,100.00,40906.00,57.00,95.00,97.00,25086.00,35.00,75.00,96.00,3062.00,8.00,62965.00,15744.00,11.07,22862.00,70071.00,1. Full Service – Contracted,6524.00,0.17
RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RBZ92,HOLSWORTHY HOSPITAL,Community hospital (with inpatient beds),EX22 6JQ,143953.00,258872.00,197302.00,38834.00,0.00,0.00,2025.00,1570.00,100.00,4488.00,2025.00,1.00,1161.00,409.00,0.00,0.00,22.48,47.03,1.00,3.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,133110.00,80900.00,0.00,136346.00,42766.00,142310.00,0.00,687961.00,0.00,0.00,0.00,9093.00,0.00,0.00,0.00,0.00,0.00,0.00,1142.00,1542.00,1119.00,0.00,0.00,167.00,0.43,3066.00,809.00,33.00,3.00,0.00,0.00,No,93192.00,10.95,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,98.00,100.00,65036.00,94.00,95.00,99.00,5043.00,6.00,75.00,98.00,0.00,0.00,57982.00,15181.00,11.28,15706.00,45493.00,1. Full Service – Contracted,7740.00,0.35
RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RBZ93,TIVERTON AND DISTRICT HOSPITAL,General acute hospital,EX16 6NT,639961.00,532133.00,1026568.00,361638.00,0.00,0.00,6789.00,6110.00,0.00,15746.00,5080.00,2.72,4936.00,1174.00,0.00,0.00,10.00,18.00,10.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,181390.00,850836.00,2081099.00,105833.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13114.00,18050.00,6649.00,677.00,0.35,6437.00,12.32,16842.00,3010.00,207.00,4.00,0.60,0.00,No,224376.00,18.98,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,40581.00,18.00,98.00,99.00,129020.00,55.00,95.00,98.00,35423.00,17.00,75.00,95.00,14530.00,10.00,134692.00,38004.00,10.32,44116.00,127588.00,1. Full Service – Contracted,15056.00,0.35
RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RBZ95,BIDEFORD HOSPITAL,Community hospital (with inpatient beds),EX39 3AG,243094.00,578436.00,409088.00,70852.00,0.00,0.00,4192.00,4192.00,100.00,10624.00,3032.00,1.30,3397.00,795.00,0.00,0.00,32.29,18.98,0.00,1.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,48090.00,536100.00,0.00,69534.00,91473.00,246190.00,1310911.00,0.00,0.00,0.00,0.00,3681.00,0.00,0.00,0.00,0.00,0.00,0.00,6019.00,8143.00,3011.00,25.00,0.06,634.00,1.77,9606.00,3916.00,70.00,3.00,0.19,0.01,No,212376.00,24.60,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,100.00,164371.00,82.00,95.00,99.00,39643.00,19.00,75.00,99.00,0.00,0.00,92351.00,21241.00,12.76,43759.00,96638.00,1. Full Service – Contracted,35232.00,1.58
RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RBZ99,SOUTH MOLTON HOSPITAL,Community hospital (with inpatient beds),EX36 4DP,152381.00,329042.00,217193.00,45739.00,0.00,0.00,2263.00,1690.00,100.00,5866.00,2263.00,0.90,1217.00,473.00,0.00,0.00,25.31,37.64,0.00,4.00,0.00,0.00,31.00,69.00,0.00,0.00,0.00,0.00,0.00,0.00,48240.00,118600.00,0.00,52984.00,48652.00,158050.00,521894.00,0.00,0.00,0.00,0.00,12892.00,0.00,0.00,0.00,0.00,0.00,0.00,2739.00,3568.00,1352.00,13.00,0.03,271.00,0.74,4527.00,1090.00,40.00,2.00,0.00,0.00,No,115371.00,15.17,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,98.00,100.00,93734.00,92.00,95.00,99.00,11637.00,8.00,75.00,98.00,0.00,0.00,79479.00,19292.00,12.15,20881.00,66567.00,1. Full Service – Contracted,6442.00,0.24
RC1,BEDFORD HOSPITAL NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,AGGRE,AGGREGATE SITE,Aggregate Site,MK42 9DJ,165070.00,97154.00,334867.00,60108.00,0.00,0.00,2248.00,2248.00,100.00,5883.00,2330.00,0.62,2186.00,62.00,41.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,44900.00,159111.00,32060.00,50803.00,33104.00,125486.00,453631.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1838.00,2001.00,1482.00,4000.00,2.00,0.00,0.00,2200.00,1000.00,41.00,12.00,1.50,0.00,No,21789.00,0.93,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0. No Service,35896.00,1.39
RC1,BEDFORD HOSPITAL NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RC110,BEDFORD HOSPITAL SOUTH WING,General acute hospital,MK42 9DJ,4763152.00,7304364.00,6835056.00,1391775.00,0.00,0.00,52098.00,52098.00,99.73,145219.00,24077.00,8.19,35710.00,16382.00,19.00,25.00,2.00,8.00,61.00,11.00,0.27,8.81,30.12,3.11,15.44,14.33,8.52,0.29,19.11,27902.00,3933003.00,3960726.00,1889354.00,4254739.00,1446710.00,7607170.00,18552462.00,147971.00,0.00,0.00,0.00,21712.00,0.00,2827750.00,1435352.00,867140.00,0.00,0.00,76572.00,95063.00,89081.00,159000.00,451.00,0.00,0.00,54000.00,31000.00,1108.00,45.00,1.50,0.07,No,2614239.00,90.74,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,664473.00,11.00,95.00,95.00,1738414.00,53.00,95.00,95.00,206372.00,20.00,95.00,95.00,4980.00,17.00,1370540.00,441447.00,9.62,609528.00,1975475.00,1. Full Service – Contracted,839621.00,32.54
RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,ACUTE - MEDIUM,RC971,LUTON AND DUNSTABLE HOSPITAL,General acute hospital,LU4 0DZ,5212626.00,12396527.00,10749790.00,2345259.00,153587.00,172.00,64144.00,64144.00,100.00,158051.00,33026.00,8.96,41522.00,22269.00,17.66,6.36,0.00,0.00,62.00,37.00,1.22,1.89,9.90,7.69,22.77,7.09,15.48,1.48,32.48,7525500.00,10746450.00,14767700.00,509500.00,20378900.00,1825790.00,12355785.00,20669117.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100348.00,85957.00,127510.00,170982.00,478.00,136079.00,427.00,82979.00,21102.00,1385.00,46.00,1.33,0.10,Yes,4162692.00,116.50,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,1123927.00,27.00,98.00,95.00,1798283.00,43.00,95.00,92.00,824213.00,20.00,75.00,88.00,0.00,10.00,2206182.00,494355.00,8.93,1635588.00,2667132.00,1. Full Service – Contracted,1527042.00,69.00
RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - TEACHING,AGGRE,AGGREGATE SITE,Aggregate Site,YO31 8HE,91510.00,730463.00,3770683.00,34890.00,0.00,0.00,15606.00,14266.00,55.51,38627.00,9971.00,1.69,3358.00,10908.00,33.40,17.20,5.20,23.60,0.00,0.00,0.00,11.03,8.93,13.65,38.55,2.35,0.16,0.00,25.33,0.00,54552.00,2243158.00,457979.00,102753.00,262358.00,821753.00,2231001.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9363.00,13462.00,8914.00,144.00,0.36,8228.00,20.60,7837.00,1142.00,151.00,12.00,0.00,0.00,No,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,81589.00,28358.00,1. Full Service – Contracted,0.00,0.00
RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - TEACHING,RCB05,ST MONICAS HOSPITAL,Community hospital (with inpatient beds),YO61 3JD,36081.00,113065.00,53675.00,7078.00,0.00,0.00,847.00,847.00,100.00,1740.00,749.00,0.38,579.00,220.00,67.00,57.00,0.00,0.00,2.00,2.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,89.00,0.00,0.00,153468.00,37485.00,9041.00,20363.00,76673.00,306282.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2152.00,2263.00,1682.00,0.00,0.00,960.00,2.72,0.00,0.00,13.00,3.00,0.00,0.00,No,55116.00,2.50,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,98.00,0.00,36623.00,66.00,90.00,100.00,16008.00,29.00,75.00,0.00,2485.00,5.00,24001.00,13813.00,5.21,3900.00,14035.00,1. Full Service – Contracted,0.00,0.00
RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - TEACHING,RCB07,THE NEW SELBY WAR MEMORIAL HOSPITAL,Community hospital (with inpatient beds),YO8 9BX,253780.00,377766.00,819427.00,41263.00,0.00,0.00,5475.00,5475.00,100.00,9905.00,1859.00,1.76,3448.00,1946.00,0.00,0.00,0.00,10.00,14.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4741.00,110.00,117693.00,692984.00,1168448.00,0.00,0.00,0.00,0.00,0.00,0.00,301723.00,105603.00,191748.00,0.00,0.00,7937.00,9087.00,6231.00,0.00,0.00,3256.00,8.90,226.00,0.00,259.00,15.00,0.00,0.00,No,213238.00,7.32,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,13241.00,6.00,98.00,63.00,104297.00,49.00,90.00,86.00,45434.00,21.00,75.00,100.00,50267.00,24.00,33936.00,15801.00,6.44,13005.00,45380.00,1. Full Service – Contracted,69058.00,2.40
RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - TEACHING,RCB55,YORK HOSPITAL,General acute hospital,YO31 8HE,5999021.00,11737369.00,8993490.00,3882061.00,80072.00,1825.00,85803.00,85803.00,100.00,174843.00,27203.00,8.09,61778.00,24025.00,63.00,53.00,0.00,0.00,57.00,86.00,0.00,4.00,7.00,0.00,89.00,0.00,0.00,0.00,0.00,0.00,3700431.00,18487271.00,4326982.00,551250.00,1439180.00,3708827.00,42834724.00,0.00,0.00,0.00,0.00,0.00,0.00,22672134.00,12685235.00,9032298.00,0.00,0.00,81621.00,137321.00,127030.00,97.00,0.30,188487.00,482.15,120067.00,11303.00,1155.00,73.00,2.00,0.17,No,4149769.00,149.71,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,710587.00,17.00,98.00,45.00,2741126.00,66.00,90.00,51.00,615088.00,15.00,75.00,52.00,82997.00,2.00,2280328.00,636767.00,10.74,738981.00,2416077.00,1. Full Service – Contracted,963333.00,53.33
RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - TEACHING,RCBAW,ARCHWAYS INTERMEDIATE CARE UNIT,Community hospital (with inpatient beds),YO31 8HT,41809.00,178585.00,51249.00,2434.00,0.00,0.00,1305.00,1305.00,0.00,2936.00,440.00,0.05,1069.00,236.00,92.00,82.00,0.00,5.00,22.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210578.00,44651.00,42667.00,214106.00,25609.00,106115.00,343730.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1905.00,3837.00,2624.00,0.00,0.00,1149.00,3.02,524.00,167.00,4.00,0.00,0.00,0.00,None,99147.00,2.56,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,98.00,0.00,78174.00,79.00,90.00,18.00,20379.00,21.00,75.00,0.00,596.00,1.00,44807.00,22471.00,5.98,3870.00,13772.00,1. Full Service – Contracted,0.00,0.00
RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - TEACHING,RCBCA,SCARBOROUGH HOSPITAL,General acute hospital,YO12 6QL,3966018.00,6538710.00,5000692.00,2118667.00,0.00,0.00,41229.00,41229.00,100.00,84013.00,21392.00,9.00,29685.00,11544.00,40.00,30.00,0.00,0.00,56.00,19.00,0.00,15.00,6.00,29.00,8.00,15.00,1.00,0.00,26.00,3389085.00,2689549.00,3896290.00,3787088.00,1492675.00,1063439.00,6052917.00,13957829.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98316.00,107189.00,95682.00,37.00,0.10,69113.00,187.40,62835.00,23702.00,969.00,26.00,1.20,0.04,No,2614221.00,68.71,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,493673.00,21.00,98.00,97.00,696125.00,30.00,95.00,94.00,59210.00,26.00,80.00,81.00,520182.00,23.00,937708.00,325908.00,8.63,620308.00,1147398.00,1. Full Service – Contracted,785154.00,26.32
RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - TEACHING,RCBL8,MALTON AND NORTON HOSPITAL,Community hospital (with inpatient beds),YO17 7NG,306074.00,480833.00,514163.00,24540.00,0.00,0.00,3898.00,3669.00,100.00,7017.00,3338.00,0.73,2213.00,1455.00,61.00,51.00,0.10,10.00,4.00,0.00,0.00,19.00,0.00,16.00,0.00,35.00,0.00,0.00,30.00,0.00,47408.00,230643.00,1476358.00,113778.00,106469.00,420484.00,1837846.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7539.00,8149.00,5929.00,0.00,0.00,2154.00,7.02,197.00,3030.00,106.00,9.00,0.00,0.00,No,231468.00,8.24,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,98.00,0.00,143574.00,62.00,90.00,99.00,54999.00,24.00,75.00,100.00,32895.00,14.00,127137.00,27908.00,13.67,22216.00,64814.00,1. Full Service – Contracted,92611.00,3.73
